Cantidad de simbolos = 4153
Longitud media = 9.355229149593251
Rendimiento = 0.9953819652238401
Redundancia = 0.004618034776159852

Diccionario de Codificación por Shannon-Fano

SIMBOLO				CODIFICACION
horadado;				1110100001111
queda,				11101000100000
mentirosas				11101000100001
permitas				11101000100010
contentos				11101000100011
habréis,				11101000100100
venir				11101000100101
seno				11101000100110
ventero.				11101000100111
usó				11101000101000
juzgaran				11101000101001
ventero;				11101000101010
habiéndolos				11101000101011
rematadamente				11101000101100
alteza				11101000101101
Austria,				11101000101110
España				11101000101111
barruntos,				11101000110000
milite				11101000110001
oirán				11101000110010
oye				11101000110011
tú,				11101000110100
Entró				11101000110101
sobresaltada,				11101000110110
maquinase				11101000110111
-Quienquiera				11101000111000
salgo				11101000111001
perecido				11101000111010
Malta.				11101000111011
Malta,				11101000111100
huésped				11101000111101
pacífica				1110100011111
hermana.				11101001000000
nota				11101001000001
horadados				11101001000010
costo				11101001000011
atenido				11101001000100
cosario				11101001000101
datilados				11101001000110
ser;				11101001000111
aderezo				11101001001000
cuerno;				11101001001001
ganapanes,				11101001001010
considera				11101001001011
apretado,				11101001001100
desdichado,				11101001001101
ser,				11101001001110
ser.				11101001001111
sirtes				11101001010000
aventura				11101001010001
aventura,				11101001010010
sentó				11101001010011
defendido,				11101001010100
felice				11101001010101
dejándolos,				11101001010110
cobró				11101001010111
gana;				11101001011000
epitafios,				11101001011001
arrimado				11101001011010
personas,				11101001011011
Juan.				11101001011100
pedir				11101001011101
hermosura;				1110100101111
llévelo				11101001100000
-Levantaos,				11101001100001
hermosura,				11101001100010
Acertó				11101001100011
calienta,				11101001100100
encontrado				11101001100101
Turco;				11101001100110
querido				11101001100111
escuchaban				11101001101000
recato				11101001101001
prosiguiendo				11101001101010
Turco,				11101001101011
prevenir				11101001101100
flacas,				11101001101101
hallarme				11101001101110
suelta				11101001101111
responda,				11101001110000
interrumpiese				11101001110001
mostrarás				11101001110010
profesan				11101001110011
pueblo.				11101001110100
estrecho				11101001110101
besándoselas				11101001110110
ilustres				11101001110111
contramina,				11101001111000
batalla;				11101001111001
curarle				11101001111010
ciudadano-,				11101001111011
hiciera				11101001111100
mudos				11101001111101
incomodidad				1110100111111
responde,				11101010000000
ocupa				11101010000001
imposible				11101010000010
hablar,				11101010000011
sustentaran.				11101010000100
trabajase				11101010000101
posado				11101010000110
turquesca,				11101010000111
pueblos				11101010001000
excede				11101010001001
andado				11101010001010
advertido				11101010001011
ventas				11101010001100
turquesca;				11101010001101
seguros.				11101010001110
dejáronle				11101010001111
mesmo,				11101010010000
mesmo.				11101010010001
responden				11101010010010
espíritu,				11101010010011
Mirándola				11101010010100
fuesen,				11101010010101
cuento,				11101010010110
rescate,				11101010010111
mozos,				11101010011000
Maria,				11101010011001
limpias;				11101010011010
Maria.				11101010011011
colorado				11101010011100
admiración				11101010011101
buena.				1110101001111
discretas				11101010100000
fuerzas.				11101010100001
quietud				11101010100010
imaginaba				11101010100011
nunca,				11101010100100
dueño				11101010100101
Súpose				11101010100110
fuego				11101010100111
favorable				11101010101000
entretenerse;				11101010101001
parece,				11101010101010
dellos?				11101010101011
ciertos				11101010101100
graciosas				11101010101101
somos?				11101010101110
quebrantada,				11101010101111
duque				11101010110000
sabían				11101010110001
lago				11101010110010
cenaban,				11101010110011
soñar				11101010110100
medio;				11101010110101
descendencias,				11101010110110
maravilla;				11101010110111
inremediables				11101010111000
aborrece»;				11101010111001
entren				11101010111010
infanta				11101010111011
bogando				11101010111100
asaltos				11101010111101
Lleváronme				1110101011111
esclavo				11101011000000
Luscinda-				11101011000001
quedo				11101011000010
criados,				11101011000011
medrar				11101011000100
maravillar				11101011000101
solicitaste				11101011000110
quede				11101011000111
llamó				11101011001000
rencuentro,				11101011001001
voluntades,				11101011001010
valentísimo				11101011001011
despechado				11101011001100
Mambrino				11101011001101
revuelta				11101011001110
acompañaros				11101011001111
acompañaron				11101011010000
esforzándose				11101011010001
lloraba				11101011010010
espolón;				11101011010011
minando				11101011010100
dobló				11101011010101
nosotras				11101011010110
profesor				11101011010111
quitar				11101011011000
-dando				11101011011001
ciudadano				11101011011010
desatinado				11101011011011
entrambas				11101011011100
quitan				11101011011101
largas				1110101101111
señor».				11101011100000
venían,				11101011100001
primera				11101011100010
agradezco				11101011100011
muro				11101011100100
viera,				11101011100101
tenerla,				11101011100110
deben				11101011100111
lana				11101011101000
deber				11101011101001
Uchalí,				11101011101010
¡Vive				11101011101011
traición				11101011101100
Dícese				11101011101101
endemoniados				11101011101110
deseada				11101011101111
sosegó				11101011110000
sucedió				11101011110001
guerra;				11101011110010
color;				11101011110011
sopa;				11101011110100
descontenta.				11101011110101
pelo				11101011110110
reposar				11101011110111
lanzón.				11101011111000
guarismo.				11101011111001
acreciente				11101011111010
lágrima				11101011111011
llamo,				11101011111100
dormía,				11101011111101
contaría.				1110101111111
admiraron				11101100000000
ganando				11101100000001
embestirse				11101100000010
socorrella,				11101100000011
rematan				11101100000100
ejercitan,				11101100000101
(los				11101100000110
mentirosas,				11101100000111
suceda,				11101100001000
impedido;				11101100001001
viniendo				11101100001010
descubrió,				11101100001011
parientes				11101100001100
padrastro,				11101100001101
hincar				11101100001110
tomado				11101100001111
encerrada.				11101100010000
Consintió				11101100010001
Andaba				11101100010010
vestido				11101100010011
inventaron,				11101100010100
«que				11101100010101
entibie				11101100010110
Viendo,				11101100010111
lástima,				11101100011000
nada,				11101100011001
fría				11101100011010
debían				11101100011011
-Lo				11101100011100
aniquilado,				11101100011101
causó				1110110001111
acciones				11101100100000
cuenta.				11101100100001
cuenta,				11101100100010
andantesca;				11101100100011
daño,				11101100100100
hagáis,				11101100100101
has				11101100100110
nacido				11101100100111
hallaba,				11101100101000
mismos				11101100101001
prometido;				11101100101010
peor				11101100101011
nacida				11101100101100
lecho				11101100101101
lástima;				11101100101110
medias				11101100101111
pondrán				11101100110000
perderse				11101100110001
maña				11101100110010
frío				11101100110011
amistad				11101100110100
pusiera				11101100110101
reconciliar				11101100110110
muestra,				11101100110111
-Ni				11101100111000
mirad				11101100111001
Hamida,				11101100111010
proseguir				11101100111011
disposición				11101100111100
Constantinopla				11101100111101
nombré				1110110011111
mismo;				11101101000000
mentecato,				11101101000001
ofrecelle				11101101000010
espero,				11101101000011
juicio;				11101101000100
ira,				11101101000101
esperanza				11101101000110
amantes				11101101000111
mismo,				11101101001000
juicio,				11101101001001
ceremonias				11101101001010
desean;				11101101001011
infantería,				11101101001100
Admiróse				11101101001101
imposibilidad				11101101001110
pasándole				11101101001111
ánima,				11101101010000
reparar				11101101010001
replicalle				11101101010010
entrando,				11101101010011
salvó				11101101010100
tendré				11101101010101
trae				11101101010110
acosado				11101101010111
Muchas				11101101011000
quiso,				11101101011001
saliéronse				11101101011010
suelo;				11101101011011
arrogante				11101101011100
hayan				11101101011101
cercan				1110110101111
suelo.				11101101100000
pesa				11101101100001
callando-;				11101101100010
acomodasen				11101101100011
duermen				11101101100100
tienen,				11101101100101
llaves				11101101100110
asolase				11101101100111
desesperaba				11101101101000
infame				11101101101001
poesía.				11101101101010
seso?				11101101101011
cautivo-,				11101101101100
damascos,				11101101101101
voz,				11101101101110
torre				11101101101111
y...				11101101110000
ventura;				11101101110001
cobro,				11101101110010
pozo,				11101101110011
mirando				11101101110100
alcanzó				11101101110101
obra				11101101110110
media,				11101101110111
esperad				11101101111000
-Mora				11101101111001
lugar;				11101101111010
reprehendáis				11101101111011
pesadumbre;				11101101111100
ofrezco				11101101111101
maleficio				1110110111111
semejantes;				11101110000000
ésta				11101110000001
tierra?				11101110000010
rodeando				11101110000011
pesadumbre.				11101110000100
ventura.				11101110000101
Austria				11101110000110
hecha				11101110000111
fió,				11101110001000
socorred				11101110001001
desesperado				11101110001010
pelearon				11101110001011
tomase				11101110001100
vosotros»,				11101110001101
acontecido.				11101110001110
recogiesen,				11101110001111
cueros;				11101110010000
viniésemos				11101110010001
«Paz				11101110010010
cueros,				11101110010011
desto				11101110010100
tafetán				11101110010101
necio,				11101110010110
eclipsado				11101110010111
torno				11101110011000
cordura,				11101110011001
indubitables				11101110011010
yelmo,				11101110011011
miras,				11101110011100
caballerescas;				11101110011101
yo.				1110111001111
Sosegose				11101110100000
gustáredes				11101110100001
tienes.				11101110100010
cerca?				11101110100011
pagárnoslo				11101110100100
yo?				11101110100101
pobres,				11101110100110
suceder				11101110100111
costar				11101110101000
sujetos				11101110101001
enemigos?				11101110101010
estaño,				11101110101011
-Ya				11101110101100
apretada				11101110101101
eran,				11101110101110
patrón;				11101110101111
Flandes.				11101110110000
Flandes,				11101110110001
Todos				11101110110010
sentado				11101110110011
-Yo				11101110110100
Abrazóla				11101110110101
firme				11101110110110
sacarle				11101110110111
firma				11101110111000
mía				11101110111001
salida,				11101110111010
procuréis				11101110111011
acudir				11101110111100
último				11101110111101
turbó				1110111011111
«Gloria				11101111000000
obedecelle,				11101111000001
disparada				11101111000010
comer				11101111000011
dejas				11101111000100
ahorcar				11101111000101
promovido				11101111000110
saldría				11101111000111
dejemos				11101111001000
creo,				11101111001001
pensemos.				11101111001010
marido.				11101111001011
Sucedió,				11101111001100
marido;				11101111001101
bajel				11101111001110
costarme				11101111001111
¡Válgame				11101111010000
sagacidad				11101111010001
ejercicios,				11101111010010
amorosos				11101111010011
varones				11101111010100
condes				11101111010101
mezclarla				11101111010110
podáis				11101111010111
acudieron				11101111011000
permitas,				11101111011001
contentos.				11101111011010
¿habéis				11101111011011
Acabaron				11101111011100
corona,				11101111011101
milagros				1110111101111
trabajo,				11101111100000
diablos				11101111100001
coma,				11101111100010
hallo,				11101111100011
-Luego				11101111100100
imaginaron				11101111100101
venido.				11101111100110
mares				11101111100111
tengo;				11101111101000
dejarla				11101111101001
creer				11101111101010
procuraba				11101111101011
atentos,				11101111101100
tengo,				11101111101101
mego				11101111101110
cuesta.				11101111101111
compañía;				11101111110000
divulgóse				11101111110001
abierto,				11101111110010
probado				11101111110011
sobrevino				11101111110100
suyo.				11101111110101
silencio;				11101111110110
vivió				11101111110111
asegurándose				11101111111000
dominio				11101111111001
monesterio;				11101111111010
migaja				11101111111011
descuidada,				11101111111100
costosas				11101111111101
despierto				1110111111111
tantos,				11110000000000
ingeniero				11110000000001
Lela				11110000000010
profundos				11110000000011
solo				11110000000100
bajar				11110000000101
infiernos,				11110000000110
son,				11110000000111
puño				11110000001000
enemigos,				11110000001001
esperanzas;				11110000001010
«Más				11110000001011
grandísimos				11110000001100
importancia.				11110000001101
siete				11110000001110
enferma				11110000001111
embozado				11110000010000
valiente				11110000010001
abiertos,				11110000010010
ánimos				11110000010011
invención,				11110000010100
caída				11110000010101
estrecha;				11110000010110
seré				11110000010111
tantos;				11110000011000
hartura,				11110000011001
invención;				11110000011010
caído				11110000011011
hallan				11110000011100
puedas				11110000011101
defraudada				1111000001111
tiene,				11110000100000
mataron				11110000100001
piense;				11110000100010
doncella.				11110000100011
vigilias,				11110000100100
fiada				11110000100101
Eguemón				11110000100110
letrados				11110000100111
alcanzado,				11110000101000
costará				11110000101001
abierta,				11110000101010
cubrió				11110000101011
arrojando				11110000101100
dejarme				11110000101101
quitarle				11110000101110
sitiada,				11110000101111
solíades				11110000110000
mirado				11110000110001
parecerles				11110000110010
puede.				11110000110011
Bazán,				11110000110100
alcanzado;				11110000110101
vida?				11110000110110
caía,				11110000110111
negra				11110000111000
gomia				11110000111001
señas,				11110000111010
fuerte;				11110000111011
vengamos				11110000111100
enterneciera.				11110000111101
brasero				1111000011111
aquestos				11110001000000
culpado				11110001000001
reposo,				11110001000010
Luego				11110001000011
reyes				11110001000100
pelea				11110001000101
fin.				11110001000110
merecéis.				11110001000111
suplico,				11110001001000
calzones				11110001001001
Iglesia				11110001001010
fuertes				11110001001011
algo;				11110001001100
olvidada.				11110001001101
escondido.				11110001001110
decencia				11110001001111
sujeto.				11110001010000
hijos.				11110001010001
apetito.				11110001010010
mesa				11110001010011
verá;				11110001010100
Venecia				11110001010101
hijos;				11110001010110
pagó				11110001010111
porrazos,				11110001011000
parecía;				11110001011001
encamina;				11110001011010
prometías.				11110001011011
ocho				11110001011100
piensas				11110001011101
pueda.				1111000101111
Decidme				11110001100000
pueda,				11110001100001
arena,				11110001100010
caballeriza.				11110001100011
vería				11110001100100
basta.				11110001100101
suya.				11110001100110
soy!				11110001100111
sentido				11110001101000
pensó,				11110001101001
entregado				11110001101010
soy,				11110001101011
llamaste				11110001101100
alzarse				11110001101101
-Jamás				11110001101110
tengan				11110001101111
vencedores				11110001110000
tengas				11110001110001
Dorotea:				11110001110010
hoy.				11110001110011
Dorotea;				11110001110100
naturaleza.				11110001110101
abra				11110001110110
trabadas,				11110001110111
rehusaba,				11110001111000
paredes.				11110001111001
escuela				11110001111010
acuerdo,				11110001111011
estorbó				11110001111100
toros,				11110001111101
compañero				1111000111111
ademán				11110010000000
demás,				11110010000001
detenían				11110010000010
afecto				11110010000011
cercado				11110010000100
preciaba				11110010000101
dejará				11110010000110
fingió				11110010000111
aderezaban				11110010001000
servíle				11110010001001
vivir,				11110010001010
cercada				11110010001011
desengaño				11110010001100
profesamos				11110010001101
puerta,				11110010001110
propósito,				11110010001111
Pasaba				11110010010000
manteamiento				11110010010001
alteza,				11110010010010
puntualmente				11110010010011
entereza;				11110010010100
maldita				11110010010101
dificultoso				11110010010110
baptizada?				11110010010111
Tomóla				11110010011000
abajarse				11110010011001
ido				11110010011010
moros				11110010011011
horadó?				11110010011100
-Cuatro				11110010011101
importunidades,				1111001001111
circunstantes,				11110010100000
dejo;				11110010100001
puertas				11110010100010
dificultosa				11110010100011
supo,				11110010100100
¿No				11110010100101
acomodáremos,				11110010100110
embozo.				11110010100111
balazo,				11110010101000
respondía,				11110010101001
ángeles				11110010101010
quiéreme,				11110010101011
refugio				11110010101100
dejaré				11110010101101
tocare,				11110010101110
orgullo				11110010101111
vecino.				11110010110000
aniquilar				11110010110001
consuelo,				11110010110010
esperó				11110010110011
noté				11110010110100
incomodidades				11110010110101
labradora				11110010110110
coleto				11110010110111
imaginar.				11110010111000
Anselmo-,				11110010111001
graduado,				11110010111010
cañones				11110010111011
Anselmo-;				11110010111100
reposada				11110010111101
principios?				1111001011111
iban				11110011000000
engendró,				11110011000001
ánima				11110011000010
ahitarse				11110011000011
abiertos				11110011000100
diesen				11110011000101
ponella				11110011000110
cuartillos				11110011000111
crueldad				11110011001000
sucedida,				11110011001001
sucedieron				11110011001010
entendimiento;				11110011001011
debida				11110011001100
Camila?				11110011001101
Ofrecióse				11110011001110
mesurado				11110011001111
puñados				11110011010000
movidos				11110011010001
mataría.				11110011010010
como,				11110011010011
cuerpo,				11110011010100
íntimo				11110011010101
vivimos;				11110011010110
añadieron				11110011010111
espaldas,				11110011011000
nacer				11110011011001
depara				11110011011010
¡Bien				11110011011011
acá,				11110011011100
Tenía				11110011011101
menguada				1111001101111
sabrá				11110011100000
holgaré				11110011100001
fortuna				11110011100010
valientes				11110011100011
ejemplo,				11110011100100
Alcanzar				11110011100101
raridad				11110011100110
arrendar				11110011100111
extrañas				11110011101000
pensamiento				11110011101001
durmiendo:				11110011101010
estrecho.				11110011101011
golpe,				11110011101100
procura				11110011101101
autor,				11110011101110
dejes				11110011101111
nombrar				11110011110000
admirar;				11110011110001
negocios.				11110011110010
error				11110011110011
admirar.				11110011110100
sillón,				11110011110101
admirar,				11110011110110
disignios,				11110011110111
dejaban				11110011111000
papel				11110011111001
procure				11110011111010
siguiesen,				11110011111011
consoló				11110011111100
Papa				11110011111101
camisas				1111001111111
jubilaba				11110100000000
inclemencias				11110100000001
esfuerzo				11110100000010
dejase,				11110100000011
castiguen.				11110100000100
juntando				11110100000101
reposaba				11110100000110
suyos,				11110100000111
desaforada				11110100001000
calidad;				11110100001001
traidor				11110100001010
¿Estás				11110100001011
popa				11110100001100
cuadrada				11110100001101
acuerda,				11110100001110
manera;				11110100001111
miraban.				11110100010000
cosas,				11110100010001
ofreciéndose				11110100010010
hallóle				11110100010011
entraron				11110100010100
iría				11110100010101
grandeza				11110100010110
murallas				11110100010111
sentís,				11110100011000
yerme				11110100011001
Abrió				11110100011010
abollado,				11110100011011
maneras				11110100011100
manda.				11110100011101
firmeza,				1111010001111
aires:				11110100100000
discreción				11110100100001
espantable				11110100100010
primer				11110100100011
vosotros,				11110100100100
dijera:				11110100100101
manda;				11110100100110
descuidado				11110100100111
cautivaron				11110100101000
anochecía;				11110100101001
mates,				11110100101010
corona				11110100101011
invierno				11110100101100
altas,				11110100101101
Prometímosselo				11110100101110
encantamento				11110100101111
verdades				11110100110000
escuadra,				11110100110001
llamaban				11110100110010
mirábase				11110100110011
obliga				11110100110100
inventar				11110100110101
-Señoras				11110100110110
volviéndose				11110100110111
África,				11110100111000
apeó				11110100111001
alcanza				11110100111010
valenciano				11110100111011
gigante!				11110100111100
temiendo				11110100111101
experiencias				1111010011111
dedos				11110101000000
cogiéndola				11110101000001
mantuve				11110101000010
común				11110101000011
cambio				11110101000100
infierno:				11110101000101
llamaba,				11110101000110
ablandó				11110101000111
poco.				11110101001000
agua,				11110101001001
gigante.				11110101001010
divinas,				11110101001011
Mecina.				11110101001100
posible.				11110101001101
está,				11110101001110
muertes:				11110101001111
respondía				11110101010000
Mira				11110101010001
llenos,				11110101010010
Córdoba				11110101010011
entendiese				11110101010100
primero;				11110101010101
concordarnos				11110101010110
Peña				11110101010111
rocín				11110101011000
soñando				11110101011001
estera				11110101011010
pongamos				11110101011011
distan				11110101011100
mover				11110101011101
quitaba				1111010101111
prudente,				11110101100000
Carlos				11110101100001
pasé				11110101100010
Loba				11110101100011
llamaría				11110101100100
venia,				11110101100101
recebía;				11110101100110
improvisamente				11110101100111
deshonra;				11110101101000
España.				11110101101001
dientes-,				11110101101010
áspero				11110101101011
siguiente				11110101101100
grasiento,				11110101101101
abrirla;				11110101101110
venia;				11110101101111
-Si,				11110101110000
sangre.				11110101110001
requieren				11110101110010
atrevimiento				11110101110011
prósperos				11110101110100
nacida.				11110101110101
¿Estáis				11110101110110
derramando				11110101110111
geste				11110101111000
hazañas				11110101111001
partido				11110101111010
sangre)				11110101111011
recordación,				11110101111100
Vosotros				11110101111101
venciste;				1111010111111
crea				11110110000000
resto				11110110000001
historias				11110110000010
maldades,				11110110000011
tenemos.				11110110000100
casa»;				11110110000101
Estaba				11110110000110
sacado				11110110000111
trance?				11110110001000
resta				11110110001001
cobrado				11110110001010
odio				11110110001011
forzada				11110110001100
acompañar				11110110001101
particular,				11110110001110
armas;				11110110001111
brazos;				11110110010000
infierno				11110110010001
brazos.				11110110010010
corazón				11110110010011
poseía;				11110110010100
Verdad				11110110010101
llegándose				11110110010110
caen				11110110010111
real				11110110011000
echando				11110110011001
pregunta				11110110011010
Neptuno,				11110110011011
desamparado,				11110110011100
asimesmo				11110110011101
pródigo;				1111011001111
cayese				11110110100000
escribió				11110110100001
arrimo				11110110100010
gastadores,				11110110100011
pródigo,				11110110100100
tirándoles				11110110100101
venturosos				11110110100110
mover,				11110110100111
pechos,				11110110101000
contar				11110110101001
cesar				11110110101010
durara				11110110101011
desengaños				11110110101100
puedo				11110110101101
poniendo				11110110101110
consiste				11110110101111
considerando				11110110110000
callaba				11110110110001
añudadas				11110110110010
abrazar,				11110110110011
ciertas,				11110110110100
Túnez				11110110110101
holandas				11110110110110
fuera,				11110110110111
pecará				11110110111000
dudar,				11110110111001
caballos				11110110111010
trueco				11110110111011
porqué,				11110110111100
fuera;				11110110111101
triste;				1111011011111
canséis,				11110111000000
contigo				11110111000001
estado.				11110111000010
refrigerio,				11110111000011
acompañado				11110111000100
regocijo				11110111000101
andantes				11110111000110
pasada,				11110111000111
uno:				11110111001000
encima				11110111001001
qué...				11110111001010
llamarse				11110111001011
escribir.				11110111001100
veremos				11110111001101
dividiesen				11110111001110
escribir,				11110111001111
darme				11110111010000
sosiego				11110111010001
libres;				11110111010010
callar,				11110111010011
cuarto				11110111010100
invictísimo				11110111010101
pasa,				11110111010110
ejercitando				11110111010111
arrebatándola,				11110111011000
años,				11110111011001
Notad				11110111011010
¿esta				11110111011011
entrara,				11110111011100
triste,				11110111011101
engaño.				1111011101111
riberas				11110111100000
engaño,				11110111100001
¿quién				11110111100010
oigo?				11110111100011
desengañó				11110111100100
cercana,				11110111100101
andante,				11110111100110
asestan				11110111100111
Hay				11110111101000
humilde				11110111101001
cumplen				11110111101010
satisfacerles				11110111101011
anejas				11110111101100
saltó				11110111101101
señas				11110111101110
llevaban				11110111101111
ella?				11110111110000
atrás				11110111110001
banquete.				11110111110010
dura				11110111110011
ofreciese				11110111110100
bocado				11110111110101
agradecieron,				11110111110110
espada;				11110111110111
cuando,				11110111111000
respeto				11110111111001
gentil				11110111111010
contarlo,				11110111111011
es...				11110111111100
encerrar				11110111111101
facilidad				1111011111111
sonreía.				11111000000000
Turco				11111000000001
pararse				11111000000010
Túnez,				11111000000011
dijesen:				11111000000100
callaban				11111000000101
salió,				11111000000110
indisposición,				11111000000111
Hornos,				11111000001000
capa				11111000001001
mollera				11111000001010
Micomicón,				11111000001011
saltó:				11111000001100
sois,				11111000001101
hizo;				11111000001110
santos?				11111000001111
ofrecimientos				11111000010000
cumple,				11111000010001
sienes,				11111000010010
atienden,				11111000010011
follón;				11111000010100
escogió				11111000010101
encojan				11111000010110
hizo.				11111000010111
llegan.				11111000011000
honroso				11111000011001
plazas				11111000011010
pierna.				11111000011011
cielo;				11111000011100
primeras				11111000011101
fuéronle				1111100001111
venciéndose				11111000100000
comenzando				11111000100001
Zoraida				11111000100010
armado				11111000100011
llegasen				11111000100100
caro				11111000100101
detestable				11111000100110
asistir				11111000100111
Modón,				11111000101000
lugares				11111000101001
También				11111000101010
decía;				11111000101011
proprio				11111000101100
sueño				11111000101101
Femado				11111000101110
servirle				11111000101111
riquezas,				11111000110000
piernas				11111000110001
gentes				11111000110010
contaba				11111000110011
consolar				11111000110100
vendrá				11111000110101
experiencia;				11111000110110
encerrasen				11111000110111
peligro,				11111000111000
gastase				11111000111001
Maritornes				11111000111010
estrecheza				11111000111011
andando				11111000111100
Pagán				11111000111101
frontero				1111100011111
rogaron;				11111001000000
simple				11111001000001
jaez;				11111001000010
habiéndome				11111001000011
cura:				11111001000100
dejada				11111001000101
nave				11111001000110
escuderos				11111001000111
ponía				11111001001000
bellacuelo				11111001001001
sabor,				11111001001010
acometió				11111001001011
genízaros				11111001001100
paso.				11111001001101
gustos				11111001001110
hámela				11111001001111
llegan				11111001010000
tratándole				11111001010001
trocada				11111001010010
queremos				11111001010011
acompañe				11111001010100
gemidos,				11111001010101
Dígolo				11111001010110
trocado				11111001010111
huéspedes;				11111001011000
espacio,				11111001011001
acogimientos.				11111001011010
gusto.				11111001011011
hábito,				11111001011100
alto				11111001011101
salté				1111100101111
serviros				11111001100000
cayo				11111001100001
inventor				11111001100010
bufete,				11111001100011
callase				11111001100100
Esto				11111001100101
dicen:				11111001100110
ruido				11111001100111
dádiva				11111001101000
otras,				11111001101001
Dejáronle				11111001101010
dónde				11111001101011
flema				11111001101100
dicen.				11111001101101
hubiere				11111001101110
hubiera				11111001101111
impensado				11111001110000
preguntado				11111001110001
turbada;				11111001110010
lástima				11111001110011
quedéis				11111001110100
perjuicio,				11111001110101
informado,				11111001110110
vuestro.				11111001110111
maten				11111001111000
Levantóse				11111001111001
lanzas				11111001111010
causarán				11111001111011
nadando				11111001111100
pasados				11111001111101
generosidad				1111100111111
novela;				11111010000000
estamos				11111010000001
-Antes				11111010000010
Hízose				11111010000011
perdida.				11111010000100
llevarle				11111010000101
Entre				11111010000110
fueren,				11111010000111
ciego				11111010001000
Scilas				11111010001001
prosiga				11111010001010
barbero				11111010001011
manta,				11111010001100
horas				11111010001101
acomodarme				11111010001110
días,				11111010001111
lazos				11111010010000
pensativo,				11111010010001
pasado,				11111010010010
valerme				11111010010011
diré,				11111010010100
mozo				11111010010101
persona,				11111010010110
días.				11111010010111
habiéndole				11111010011000
cumplió				11111010011001
obligada				11111010011010
concedido;				11111010011011
destos				11111010011100
interviene				11111010011101
diré:				1111101001111
digno				11111010100000
quitó				11111010100001
verdugos				11111010100010
lanza,				11111010100011
dormido,				11111010100100
obligado				11111010100101
rey.				11111010100110
comenzamos				11111010100111
pena;				11111010101000
contado				11111010101001
suplicándole				11111010101010
siglo				11111010101011
señora;				11111010101100
gigantillo,				11111010101101
tajado				11111010101110
vive				11111010101111
dices.				11111010110000
vivo				11111010110001
hora,				11111010110010
circunstantes				11111010110011
pena,				11111010110100
buscarlos.				11111010110101
apeándose				11111010110110
llevaron				11111010110111
acomodaron				11111010111000
viva				11111010111001
señoras				11111010111010
Halléme				11111010111011
falte,				11111010111100
ausentó				11111010111101
buscar				1111101011111
prosiguiese				11111011000000
quedaba				11111011000001
Quijote-;				11111011000010
dificultades,				11111011000011
agradecía.				11111011000100
perdóname,				11111011000101
adversos.				11111011000110
despertaba				11111011000111
falsa				11111011001000
Puertocarrero,				11111011001001
aparte,				11111011001010
Rindióse				11111011001011
queriendo				11111011001100
Cruz.				11111011001101
historia				11111011001110
señora.				11111011001111
treinta				11111011010000
falso				11111011010001
posesión				11111011010010
saludado,				11111011010011
engaño				11111011010100
ofrecida,				11111011010101
brío				11111011010110
rogar				11111011010111
cautivo.				11111011011000
quedaba-.				11111011011001
cabeza;				11111011011010
cuyas				11111011011011
hice				11111011011100
leales				11111011011101
sabiendo				1111101101111
cautivo;				11111011100000
echado				11111011100001
Dime,				11111011100010
muerta				11111011100011
larga				11111011100100
-Acudid,				11111011100101
bala,				11111011100110
pensamiento,				11111011100111
murieron				11111011101000
falta,				11111011101001
llegarse				11111011101010
querríamos				11111011101011
deis				11111011101100
muertos,				11111011101101
conocen				11111011101110
apear				11111011101111
corrido,				11111011110000
Leonela;				11111011110001
tornando				11111011110010
menudencias,				11111011110011
deje				11111011110100
vale				11111011110101
claustro				11111011110110
tabla				11111011110111
-Digalos,				11111011111000
–replicó				11111011111001
comparados				11111011111010
alega;				11111011111011
fuertemente				11111011111100
parar,				11111011111101
paño				1111101111111
hermoso,				11111100000000
habido				11111100000001
inhumanidad				11111100000010
cebada,				11111100000011
leí,				11111100000100
trabada				11111100000101
huesos				11111100000110
trabajo				11111100000111
plaza				11111100001000
sol				11111100001001
Salamanca,				11111100001010
disculpa				11111100001011
-Sosiégate,				11111100001100
Lautrec				11111100001101
Salamanca.				11111100001110
digan				11111100001111
soberbia				11111100010000
desdicha				11111100010001
arábiga,				11111100010010
posta				11111100010011
caer,				11111100010100
rinda				11111100010101
-¡Tente,				11111100010110
dejo				11111100010111
traje,				11111100011000
mutación				11111100011001
combatidos;				11111100011010
movimiento				11111100011011
trabaja				11111100011100
tenía;				11111100011101
Llegóse				1111110001111
verla;				11111100100000
parecer.				11111100100001
impertinente.				11111100100010
hallándola				11111100100011
Dorotea-:				11111100100100
hallándole				11111100100101
propuesto				11111100100110
ponerle				11111100100111
Luscinda-,				11111100101000
diabólica				11111100101001
megos				11111100101010
artillería				11111100101011
venirme,				11111100101100
acetaros				11111100101101
subir				11111100101110
menester,				11111100101111
Alvaro				11111100110000
criadas				11111100110001
honra,				11111100110010
cupo,				11111100110011
melancolías.				11111100110100
morisco,				11111100110101
-Con				11111100110110
hermosas				11111100110111
Urbina,				11111100111000
Caribdis				11111100111001
enseñó				11111100111010
despertar,				11111100111011
lastimeras				11111100111100
brío,				11111100111101
hincó				1111110011111
acabara				11111101000000
levantándose				11111101000001
-Las				11111101000010
dígolo				11111101000011
invencibles				11111101000100
estanterol				11111101000101
sentaron				11111101000110
Cerró				11111101000111
servicios				11111101001000
salvo,				11111101001001
obligase				11111101001010
habemos				11111101001011
inexpugnable,				11111101001100
descubierto				11111101001101
amenazas,				11111101001110
sigas				11111101001111
Panza,				11111101010000
Sintió				11111101010001
